state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff,lat,lng,population
Iowa,19147,Palo Alto County,3370,1519,4958,1851,0.67970956,0.306373538,0.373336023,43.0821,-94.6781,9003
Iowa,19149,Plymouth County,10492,3494,14188,6998,0.739498167,0.246264449,0.493233719,42.7378,-96.2141,25068
Iowa,19151,Pocahontas County,2826,933,3823,1893,0.739210044,0.244049176,0.495160868,42.7342,-94.6787,6797
Iowa,19153,Polk County,106800,146250,258755,-39450,0.412745647,0.565206469,-0.152460822,41.6855,-93.5735,479612
Iowa,19155,Pottawattamie County,26247,18575,45744,7672,0.573780168,0.406064183,0.167715985,41.3366,-95.5423,93393
Iowa,19157,Poweshiek County,5657,4306,10140,1351,0.557889546,0.424654832,0.133234714,41.6864,-92.5315,18388
Iowa,19159,Ringgold County,1968,709,2714,1259,0.725128961,0.261238025,0.463890936,40.7352,-94.244,4964
Iowa,19161,Sac County,4061,1389,5535,2672,0.73369467,0.250948509,0.482746161,42.3862,-95.1054,9802
Iowa,19163,Scott County,43683,46926,92599,-3243,0.471743755,0.506765732,-0.035021976,41.6371,-90.6232,172446
Iowa,19165,Shelby County,4697,1959,6795,2738,0.691243561,0.288300221,0.402943341,41.6851,-95.3102,11606
Iowa,19167,Sioux County,15680,3019,19051,12661,0.823053908,0.158469372,0.664584536,43.0826,-96.1779,34827
Iowa,19169,Story County,20340,29175,51038,-8835,0.398526588,0.571632901,-0.173106313,42.0362,-93.465,96941
Iowa,19171,Tama County,5303,3577,9048,1726,0.586096375,0.395335986,0.190760389,42.0798,-92.5326,17032
Iowa,19173,Taylor County,2463,746,3249,1717,0.758079409,0.22960911,0.528470299,40.7374,-94.6964,6167
Iowa,19175,Union County,4010,2061,6185,1949,0.648342765,0.333225546,0.315117219,41.0277,-94.2424,12358
Iowa,19177,Van Buren County,2859,875,3791,1984,0.754154577,0.230809813,0.523344764,40.7532,-91.95,7150
Iowa,19179,Wapello County,9516,5821,15633,3695,0.608712339,0.372353355,0.236358984,41.0306,-92.4095,35141
Iowa,19181,Warren County,17782,12574,31039,5208,0.572892168,0.405103257,0.167788911,41.3344,-93.5614,50076
Iowa,19183,Washington County,6971,4561,11765,2410,0.592520187,0.387675308,0.204844879,41.3356,-91.7179,22100
Iowa,19185,Wayne County,2338,727,3109,1611,0.752010293,0.233837247,0.518173046,40.7395,-93.3274,6429
Iowa,19187,Webster County,10938,6613,17822,4325,0.613735832,0.371058243,0.242677589,42.4279,-94.1818,36545
Iowa,19189,Winnebago County,3707,2135,5970,1572,0.620938023,0.357621441,0.263316583,43.3775,-93.7341,10534
Iowa,19191,Winneshiek County,6235,5617,12064,618,0.516826923,0.465600133,0.05122679,43.2906,-91.8437,20262
Iowa,19193,Woodbury County,25736,18704,45362,7032,0.567347119,0.412327499,0.15501962,42.3897,-96.0448,102586
Iowa,19195,Worth County,2738,1596,4418,1142,0.619737438,0.361249434,0.258488004,43.3774,-93.2608,7445
Iowa,19197,Wright County,4136,1996,6254,2140,0.661336744,0.31915574,0.342181004,42.7331,-93.7351,12739
Kansas,20001,Allen County,4155,1559,5842,2596,0.711229031,0.266860664,0.444368367,37.8857,-95.3014,12556
Kansas,20003,Anderson County,2874,765,3720,2109,0.772580645,0.205645161,0.566935484,38.2142,-95.2933,7835
Kansas,20005,Atchison County,4826,2314,7312,2512,0.660010941,0.316466083,0.343544858,39.5318,-95.3135,16268
Kansas,20007,Barber County,1992,284,2313,1708,0.861219196,0.122784263,0.738434933,37.2289,-98.6848,4624
Kansas,20009,Barton County,8480,2302,10961,6178,0.773652039,0.210017334,0.563634705,38.479,-98.7565,26453
Kansas,20011,Bourbon County,4910,1505,6550,3405,0.749618321,0.229770992,0.519847328,37.8552,-94.8493,14608
Kansas,20013,Brown County,3206,1088,4396,2118,0.729299363,0.247497725,0.481801638,39.8265,-95.5642,9626
Kansas,20015,Butler County,22250,9003,31946,13247,0.696487823,0.28181932,0.414668503,37.7812,-96.839,66698
Kansas,20017,Chase County,1114,341,1478,773,0.753721245,0.230717185,0.52300406,38.302,-96.5939,2637
Kansas,20019,Chautauqua County,1397,212,1634,1185,0.85495716,0.129742962,0.725214198,37.15,-96.2454,3323
Kansas,20021,Cherokee County,6622,2163,8945,4459,0.740301845,0.241811068,0.498490777,37.1693,-94.8463,20179
Kansas,20023,Cheyenne County,1158,220,1400,938,0.827142857,0.157142857,0.67,39.7859,-101.7313,2665
Kansas,20025,Clark County,885,143,1048,742,0.844465649,0.136450382,0.708015267,37.2355,-99.8203,2026
Kansas,20027,Clay County,3129,883,4134,2246,0.756894049,0.213594582,0.543299468,39.3497,-97.1652,8082
Kansas,20029,Cloud County,3182,893,4174,2289,0.762338285,0.21394346,0.548394825,39.4803,-97.6493,8938
Kansas,20031,Coffey County,3407,928,4448,2479,0.76596223,0.208633094,0.557329137,38.2369,-95.7341,8254
Kansas,20033,Comanche County,745,126,904,619,0.824115044,0.139380531,0.684734513,37.1913,-99.2718,1740
Kansas,20035,Cowley County,9442,4171,13911,5271,0.67874344,0.299834663,0.378908777,37.2377,-96.8375,35351
Kansas,20037,Crawford County,10045,6179,16718,3866,0.600849384,0.369601627,0.231247757,37.5073,-94.8518,38968
Kansas,20039,Decatur County,1232,208,1458,1024,0.844993141,0.14266118,0.702331962,39.7847,-100.4599,2860
Kansas,20041,Dickinson County,7045,2040,9246,5005,0.761951114,0.220635951,0.541315163,38.8665,-97.1527,18828
Kansas,20043,Doniphan County,2949,678,3674,2271,0.802667392,0.184540011,0.618127382,39.7881,-95.1468,7684
Kansas,20045,Douglas County,16737,39436,57540,-22699,0.290875912,0.685366701,-0.394490789,38.8847,-95.2926,120290
Kansas,20047,Edwards County,1127,267,1413,860,0.797593772,0.18895966,0.608634112,37.8876,-99.3122,2869
Kansas,20049,Elk County,1130,191,1347,939,0.838901262,0.141796585,0.697104677,37.4537,-96.2441,2523
Kansas,20051,Ellis County,9569,3633,13501,5936,0.708762314,0.269091178,0.439671135,38.9147,-99.3173,28775
Kansas,20053,Ellsworth County,2106,646,2806,1460,0.750534569,0.230220955,0.520313614,38.6966,-98.2047,6231
Kansas,20055,Finney County,7079,4155,11466,2924,0.617390546,0.36237572,0.255014826,38.0443,-100.737,36750
Kansas,20057,Ford County,5763,2926,8850,2837,0.651186441,0.330621469,0.320564972,37.6917,-99.888,34179
Kansas,20059,Franklin County,8326,3623,12247,4703,0.679839961,0.29582755,0.384012411,38.5645,-95.2859,25558
Kansas,20061,Geary County,5193,3825,9311,1368,0.557727419,0.410804425,0.146922994,39.0024,-96.7525,34025
Kansas,20063,Gove County,1256,163,1433,1093,0.876482903,0.113747383,0.76273552,38.9161,-100.483,2644
Kansas,20065,Graham County,1052,222,1302,830,0.807987711,0.170506912,0.637480799,39.3497,-99.8832,2519
Kansas,20067,Grant County,1910,497,2452,1413,0.778955954,0.20269168,0.576264274,37.5623,-101.308,7467
Kansas,20069,Gray County,1871,337,2240,1534,0.835267857,0.150446429,0.684821429,37.7382,-100.4379,6039
Kansas,20071,Greeley County,537,77,629,460,0.853736089,0.122416534,0.731319555,38.4806,-101.806,1185
Kansas,20073,Greenwood County,2404,562,3030,1842,0.79339934,0.185478548,0.607920792,37.8778,-96.2326,6081
Kansas,20075,Hamilton County,684,134,837,550,0.817204301,0.160095579,0.657108722,37.9991,-101.7912,2591
Kansas,20077,Harper County,2128,453,2626,1675,0.810357959,0.172505712,0.637852247,37.1916,-98.0755,5594
Kansas,20079,Harvey County,10015,6652,17034,3363,0.587941764,0.390513091,0.197428672,38.0432,-97.4272,34503
Kansas,20081,Haskell County,1103,261,1383,842,0.797541576,0.188720174,0.608821403,37.5622,-100.8712,4018
Kansas,20083,Hodgeman County,866,151,1033,715,0.838334947,0.146176186,0.692158761,38.0875,-99.8979,1876
Kansas,20085,Jackson County,4435,1852,6468,2583,0.685683364,0.286332715,0.399350649,39.4168,-95.7937,13266
Kansas,20087,Jefferson County,6193,3106,9581,3087,0.646383467,0.324183279,0.322200188,39.2358,-95.3834,18890
Kansas,20089,Jewell County,1369,211,1608,1158,0.851368159,0.131218905,0.720149254,39.7847,-98.2183,2885
Kansas,20091,Johnson County,155631,184259,349386,-28628,0.445441432,0.52737946,-0.081938028,38.8838,-94.8223,591506
Kansas,20093,Kearny County,1134,255,1413,879,0.802547771,0.180467091,0.622080679,38.0003,-101.3199,3907
Kansas,20095,Kingman County,3102,745,3929,2357,0.789513871,0.189615678,0.599898193,37.5589,-98.1363,7340
Kansas,20097,Kiowa County,957,153,1139,804,0.840210711,0.134328358,0.705882353,37.5582,-99.2861,2505
Kansas,20099,Labette County,5639,2607,8414,3032,0.670192536,0.309840742,0.360351795,37.1913,-95.2976,20119
Kansas,20101,Lane County,757,114,888,643,0.852477477,0.128378378,0.724099099,38.4813,-100.4664,1564
Kansas,20103,Leavenworth County,21378,13753,36115,7625,0.591942406,0.380811297,0.211131109,39.1993,-95.038,80745
Kansas,20105,Lincoln County,1273,266,1570,1007,0.810828025,0.169426752,0.641401274,39.0453,-98.2077,3044
Kansas,20107,Linn County,3940,863,4903,3077,0.803589639,0.176014685,0.627574954,38.2123,-94.843,9671
Kansas,20109,Logan County,1231,185,1437,1046,0.85664579,0.128740431,0.727905358,38.9173,-101.1484,2805
Kansas,20111,Lyon County,7381,5878,13622,1503,0.541844076,0.431507855,0.110336221,38.4562,-96.1526,33251
Kansas,20113,McPherson County,9562,3977,13868,5585,0.68950101,0.28677531,0.402725699,38.3917,-97.648,28567
Kansas,20115,Marion County,4377,1463,5969,2914,0.733288658,0.245099682,0.488188976,38.3589,-97.0969,11964
Kansas,20117,Marshall County,3662,1239,5023,2423,0.729046387,0.246665339,0.482381047,39.7836,-96.5229,9749
Kansas,20119,Meade County,1508,261,1807,1247,0.834532374,0.144438296,0.690094079,37.2381,-100.3663,4180
Kansas,20121,Miami County,12116,5133,17624,6983,0.68747163,0.291250567,0.396221062,38.5635,-94.8381,33417
Kansas,20123,Mitchell County,2454,547,3039,1907,0.807502468,0.179993419,0.627509049,39.3933,-98.2094,6145
Kansas,20125,Montgomery County,9768,3147,13177,6621,0.741291645,0.238825226,0.502466419,37.1925,-95.7429,32521
Kansas,20127,Morris County,2085,721,2849,1364,0.731835732,0.253071253,0.478764479,38.6874,-96.6499,5566
Kansas,20129,Morton County,1004,147,1163,857,0.863284609,0.126397248,0.73688736,37.1914,-101.7992,2754
Kansas,20131,Nemaha County,4612,920,5625,3692,0.819911111,0.163555556,0.656355556,39.7834,-96.0141,10121
Kansas,20133,Neosho County,4795,1727,6629,3068,0.723336853,0.260521949,0.462814904,37.5585,-95.3068,16108
Kansas,20135,Ness County,1315,147,1487,1168,0.884330868,0.098856759,0.785474109,38.4794,-99.9161,2876
Kansas,20137,Norton County,1977,361,2390,1616,0.827196653,0.151046025,0.676150628,39.7844,-99.9035,5446
Kansas,20139,Osage County,5591,2099,7893,3492,0.70834917,0.265931838,0.442417332,38.6523,-95.7269,15881
Kansas,20141,Osborne County,1590,275,1899,1315,0.83728278,0.14481306,0.692469721,39.3503,-98.7679,3530
Kansas,20143,Ottawa County,2581,504,3159,2077,0.817030706,0.15954416,0.657486546,39.1325,-97.6502,5822
Kansas,20145,Pawnee County,2028,635,2712,1393,0.747787611,0.234144543,0.513643068,38.1813,-99.2367,6629
Kansas,20147,Phillips County,2388,318,2752,2070,0.867732558,0.115552326,0.752180233,39.7846,-99.347,5340
Kansas,20149,Pottawatomie County,9247,3257,12815,5990,0.721576278,0.254155287,0.467420991,39.379,-96.3424,23847
Kansas,20151,Pratt County,3087,924,4107,2163,0.751643535,0.224981738,0.526661797,37.6477,-98.7396,9452
Kansas,20153,Rawlins County,1253,214,1496,1039,0.837566845,0.143048128,0.694518717,39.7852,-101.0759,2502
Kansas,20155,Reno County,17948,8602,27245,9346,0.658763076,0.315727656,0.343035419,37.953,-98.086,62765
Kansas,20157,Republic County,2172,420,2643,1752,0.821793417,0.158910329,0.662883087,39.8278,-97.6506,4658
Kansas,20159,Rice County,3187,953,4230,2234,0.753427896,0.225295508,0.528132388,38.3472,-98.201,9658
Kansas,20161,Riley County,11174,11940,23855,-766,0.468413331,0.500523999,-0.032110669,39.2966,-96.7352,75056
Kansas,20163,Rooks County,2294,332,2661,1962,0.862081924,0.124765126,0.737316798,39.3502,-99.325,5053
Kansas,20165,Rush County,1425,291,1748,1134,0.815217391,0.166475973,0.648741419,38.5231,-99.3092,3022
Kansas,20167,Russell County,2765,591,3429,2174,0.806357539,0.172353456,0.634004083,38.9148,-98.7624,6948
Kansas,20169,Saline County,15313,8022,23911,7291,0.640416545,0.335494124,0.304922421,38.7838,-97.65,54701
Kansas,20171,Scott County,1991,290,2322,1701,0.857450474,0.124892334,0.73255814,38.4822,-100.9069,4917
Kansas,20173,Sedgwick County,117653,90820,213552,26833,0.55093373,0.425282835,0.125650895,37.6848,-97.461,513375
Kansas,20175,Seward County,3285,1736,5099,1549,0.644243969,0.340458914,0.303785056,37.1933,-100.8513,22349
Kansas,20177,Shawnee County,40443,43015,86122,-2572,0.469601263,0.499465874,-0.029864611,39.0415,-95.7565,177852
Kansas,20179,Sheridan County,1237,144,1397,1093,0.885468862,0.103078024,0.782390838,39.3503,-100.4418,2506
Kansas,20181,Sherman County,2222,386,2673,1836,0.83127572,0.144407033,0.686868687,39.3514,-101.72,5938
Kansas,20183,Smith County,1734,328,2092,1406,0.828871893,0.156787763,0.67208413,39.7852,-98.7855,3627
Kansas,20185,Stafford County,1631,355,2017,1276,0.808626673,0.176003966,0.632622707,38.031,-98.7174,4181
Kansas,20187,Stanton County,607,147,767,460,0.791395046,0.191655802,0.599739244,37.563,-101.7842,2052
Kansas,20189,Stevens County,1731,233,1997,1498,0.8668002,0.116675013,0.750125188,37.1923,-101.3121,5603
Kansas,20191,Sumner County,7998,2551,10779,5447,0.74199833,0.236663883,0.505334447,37.2373,-97.4765,23114
Kansas,20193,Thomas County,3106,622,3794,2484,0.818661044,0.163943068,0.654717976,39.3509,-101.0556,7810
Kansas,20195,Trego County,1341,238,1603,1103,0.836556457,0.148471616,0.688084841,38.9143,-99.8728,2840
Kansas,20197,Wabaunsee County,2813,956,3861,1857,0.728567729,0.247604248,0.480963481,38.9533,-96.205,6889
Kansas,20199,Wallace County,762,44,817,718,0.932680539,0.053855569,0.878824969,38.9167,-101.7636,1574
Kansas,20201,Washington County,2332,467,2843,1865,0.820260288,0.164263102,0.655997186,39.7842,-97.0875,5493
Kansas,20203,Wichita County,803,147,961,656,0.835587929,0.152965661,0.682622268,38.4821,-101.3474,2130
Kansas,20205,Wilson County,3111,711,3899,2400,0.797896897,0.18235445,0.615542447,37.5593,-95.7434,8688
Kansas,20207,Woodson County,1189,283,1495,906,0.795317726,0.189297659,0.606020067,37.8867,-95.7401,3157
Kansas,20209,Wyandotte County,18512,35566,55107,-17054,0.335928285,0.645398951,-0.309470666,39.1146,-94.7646,164861
Kentucky,21001,Adair County,7276,1392,8768,5884,0.829835766,0.158759124,0.671076642,37.1042,-85.2806,19222
Kentucky,21003,Allen County,7587,1642,9364,5945,0.810230671,0.175352413,0.634878257,36.7513,-86.1904,20944
Kentucky,21005,Anderson County,9661,3348,13254,6313,0.728912027,0.252602988,0.476309039,38.0039,-84.991,22409
Kentucky,21007,Ballard County,3356,825,4225,2531,0.794319527,0.195266272,0.599053254,37.0585,-88.9993,8032
Kentucky,21009,Barren County,14654,5127,20064,9527,0.730362839,0.255532297,0.474830542,36.9656,-85.9337,43884
Kentucky,21011,Bath County,3986,1573,5627,2413,0.708370357,0.279545051,0.428825307,38.145,-83.7427,12355
Kentucky,21013,Bell County,8140,1789,10044,6351,0.81043409,0.178116288,0.632317802,36.7306,-83.6741,26791
Kentucky,21015,Boone County,44814,20901,66998,23913,0.668885638,0.311964536,0.356921102,38.9699,-84.7278,130820
Kentucky,21017,Bourbon County,6190,3296,9648,2894,0.641583748,0.341625207,0.299958541,38.2067,-84.2172,20058
Kentucky,21019,Boyd County,14295,7083,21751,7212,0.657211163,0.3256402,0.331570962,38.3596,-82.6878,47682
Kentucky,21021,Boyle County,8872,5298,14478,3574,0.612791822,0.365934521,0.246857301,37.6244,-84.8668,29972
Kentucky,21023,Bracken County,3398,800,4246,2598,0.800282619,0.188412624,0.611869995,38.6888,-84.0901,8305
Kentucky,21025,Breathitt County,4265,1301,5661,2964,0.753400459,0.229818053,0.523582406,37.5216,-83.3241,12977
Kentucky,21027,Breckinridge County,7701,2350,10201,5351,0.754925988,0.230369572,0.524556416,37.7734,-86.4293,20176
Kentucky,21029,Bullitt County,30708,10552,41998,20156,0.731177675,0.25125006,0.479927616,37.9701,-85.6959,80171
Kentucky,21031,Butler County,4960,1079,6125,3881,0.809795918,0.176163265,0.633632653,37.2073,-86.6816,12764
Kentucky,21033,Caldwell County,4906,1433,6434,3473,0.762511657,0.222723034,0.539788623,37.1454,-87.8679,12702
Kentucky,21035,Calloway County,11352,5797,17457,5555,0.650283554,0.332073094,0.31821046,36.621,-88.2722,38837
Kentucky,21037,Campbell County,28482,19374,48878,9108,0.58271615,0.396374647,0.186341503,38.9465,-84.3795,92861
Kentucky,21039,Carlisle County,2159,463,2638,1696,0.818423048,0.175511751,0.642911296,36.8532,-88.971,4784
Kentucky,21041,Carroll County,2954,1116,4136,1838,0.714216634,0.269825919,0.444390716,38.6678,-85.1236,10671
Kentucky,21043,Carter County,8775,2642,11586,6133,0.757379596,0.228033834,0.529345762,38.3182,-83.0495,27159
Kentucky,21045,Casey County,6179,918,7171,5261,0.86166504,0.128015618,0.733649421,37.3223,-84.9283,15885
Kentucky,21047,Christian County,15080,8296,23863,6784,0.631940661,0.347651175,0.284289486,36.8942,-87.4905,71414
Kentucky,21049,Clark County,11811,6004,18139,5807,0.651138431,0.330999504,0.320138927,37.9708,-84.1474,35971
Kentucky,21051,Clay County,6677,831,7591,5846,0.879594256,0.109471743,0.770122514,37.1597,-83.7147,20368
Kentucky,21053,Clinton County,4280,603,4932,3677,0.867802109,0.122262774,0.745539335,36.7274,-85.1362,10193
Kentucky,21055,Crittenden County,3451,731,4242,2720,0.813531353,0.172324375,0.641206978,37.3527,-88.0972,9000
Kentucky,21057,Cumberland County,2769,508,3309,2261,0.836808704,0.153520701,0.683288002,36.7866,-85.3885,6697
Kentucky,21059,Daviess County,31025,17286,49287,13739,0.629476333,0.350721286,0.278755047,37.7318,-87.0873,100474
Kentucky,21061,Edmonson County,4828,1227,6132,3601,0.787345075,0.200097847,0.587247228,37.2088,-86.2384,12138
Kentucky,21063,Elliott County,2246,712,2995,1534,0.749916528,0.237729549,0.512186978,38.1179,-83.0976,7510
Kentucky,21065,Estill County,5100,1355,6540,3745,0.779816514,0.207186544,0.572629969,37.6924,-83.9643,14224
Kentucky,21067,Fayette County,58860,90600,152912,-31740,0.384927278,0.592497646,-0.207570367,38.0423,-84.4587,320601
Kentucky,21069,Fleming County,5534,1474,7068,4060,0.782965478,0.208545557,0.574419921,38.3701,-83.6967,14513
Kentucky,21071,Floyd County,12250,3884,16353,8366,0.749098025,0.237509937,0.511588088,37.5571,-82.7457,36456
Kentucky,21073,Franklin County,12900,12652,26072,248,0.494783676,0.485271556,0.00951212,38.2392,-84.8771,50529
Kentucky,21075,Fulton County,1606,794,2426,812,0.661995054,0.327287716,0.334707337,36.554,-89.1873,6130
Kentucky,21077,Gallatin County,2955,822,3849,2133,0.767731878,0.213561964,0.554169914,38.7569,-84.8593,8737
Kentucky,21079,Garrard County,6754,1830,8706,4924,0.775786814,0.210199862,0.565586952,37.6396,-84.5377,17445
Kentucky,21081,Grant County,8725,2205,11108,6520,0.785469932,0.198505582,0.58696435,38.6488,-84.6246,24951
Kentucky,21083,Graves County,13206,3560,17019,9646,0.775956284,0.209177978,0.566778307,36.7231,-88.6512,37248
Kentucky,21085,Grayson County,9453,2400,11985,7053,0.78873592,0.200250313,0.588485607,37.4608,-86.3439,26247
Kentucky,21087,Green County,4838,920,5812,3918,0.832415692,0.158293187,0.674122505,37.264,-85.5531,10979
Kentucky,21089,Greenup County,13064,4873,18176,8191,0.71875,0.268100792,0.450649208,38.5457,-82.9223,35555
Kentucky,21091,Hancock County,3145,1351,4587,1794,0.685633312,0.294528014,0.391105298,37.8415,-86.7779,8720
Kentucky,21093,Hardin County,29832,18101,48941,11731,0.609550275,0.369853497,0.239696778,37.6979,-85.9634,108527
Kentucky,21095,Harlan County,9367,1494,10971,7873,0.853796372,0.136177194,0.717619178,36.8569,-83.218,26699
Kentucky,21097,Harrison County,6334,2400,8859,3934,0.714979117,0.270910938,0.444068179,38.4418,-84.3314,18722
Kentucky,21099,Hart County,6345,1908,8370,4437,0.758064516,0.227956989,0.530107527,37.2999,-85.8847,18729
Kentucky,21101,Henderson County,12730,7639,20697,5091,0.615064985,0.369087307,0.245977678,37.7958,-87.573,45829
Kentucky,21103,Henry County,5843,2142,8110,3701,0.720468557,0.264118372,0.456350185,38.4485,-85.1189,15911
Kentucky,21105,Hickman County,1714,458,2199,1256,0.779445202,0.208276489,0.571168713,36.6781,-88.9762,4510
Kentucky,21107,Hopkins County,15757,5439,21512,10318,0.732474898,0.252835627,0.479639271,37.3088,-87.5408,45331
Kentucky,21109,Jackson County,5453,605,6113,4848,0.892033372,0.098969409,0.793063962,37.4198,-84.0058,13369
Kentucky,21111,Jefferson County,150646,228358,386629,-77712,0.38963968,0.590638571,-0.20099889,38.1872,-85.6591,767419
Kentucky,21113,Jessamine County,17096,8567,26280,8529,0.650532725,0.325989346,0.324543379,37.8721,-84.5809,53032
Kentucky,21115,Johnson County,8450,1608,10192,6842,0.829081633,0.157770801,0.671310832,37.8466,-82.8315,22634
Kentucky,21117,Kenton County,48129,32271,82198,15858,0.585525195,0.392600793,0.192924402,38.9334,-84.5333,165668
Kentucky,21119,Knott County,4780,1412,6252,3368,0.764555342,0.225847729,0.538707614,37.354,-82.9541,15260
Kentucky,21121,Knox County,11012,2114,13273,8898,0.829654185,0.1592707,0.670383485,36.8906,-83.854,31365
Kentucky,21123,Larue County,5685,1504,7301,4181,0.778660457,0.205999178,0.572661279,37.5458,-85.6979,14204
Kentucky,21125,Laurel County,23237,4475,28111,18762,0.826615915,0.159190353,0.667425563,37.1107,-84.1178,60357
Kentucky,21127,Lawrence County,5633,1238,6955,4395,0.80992092,0.178001438,0.631919482,38.0679,-82.7348,15671
Kentucky,21129,Lee County,2273,481,2801,1792,0.811495894,0.171724384,0.63977151,37.5948,-83.7162,6881
Kentucky,21131,Leslie County,4321,446,4813,3875,0.897776854,0.092665697,0.805111157,37.0941,-83.3811,10283
Kentucky,21133,Letcher County,7226,1799,9135,5427,0.791023536,0.196934866,0.59408867,37.1212,-82.8553,22295
Kentucky,21135,Lewis County,4986,823,5883,4163,0.847526772,0.139894612,0.70763216,38.5316,-83.3781,13417
Kentucky,21137,Lincoln County,8489,2254,10914,6235,0.77780832,0.206523731,0.571284589,37.4554,-84.6608,24476
Kentucky,21139,Livingston County,4010,939,5004,3071,0.801358913,0.18764988,0.613709033,37.2096,-88.3537,9235
Kentucky,21141,Logan County,9067,3094,12350,5973,0.73417004,0.250526316,0.483643725,36.8597,-86.8789,26902
Kentucky,21143,Lyon County,3100,1092,4228,2008,0.73320719,0.258278146,0.474929044,37.0191,-88.0832,8271
Kentucky,21145,McCracken County,21820,11195,33549,10625,0.650391964,0.333691019,0.316700945,37.054,-88.7127,65268
Kentucky,21147,McCreary County,5664,725,6438,4939,0.879776328,0.112612613,0.767163715,36.7371,-84.4842,17465
Kentucky,21149,McLean County,3633,1074,4782,2559,0.759723965,0.224592221,0.535131744,37.5292,-87.2636,9283
Kentucky,21151,Madison County,27356,15581,43957,11775,0.622335464,0.35446004,0.267875424,37.7202,-84.278,90802
Kentucky,21153,Magoffin County,4174,1214,5447,2960,0.766293372,0.222874977,0.543418395,37.7065,-83.0649,12491
Kentucky,21155,Marion County,6113,2722,8928,3391,0.684699821,0.304883513,0.379816308,37.5525,-85.2696,19244
Kentucky,21157,Marshall County,13297,4071,17603,9226,0.755382605,0.231267398,0.524115208,36.8834,-88.3294,31192
Kentucky,21159,Martin County,3496,403,3936,3093,0.888211382,0.102388211,0.785823171,37.8016,-82.5132,11648
Kentucky,21161,Mason County,5477,2362,7958,3115,0.688238251,0.296808243,0.391430008,38.5952,-83.8241,17112
Kentucky,21163,Meade County,10185,3632,14113,6553,0.721675051,0.257351378,0.464323673,37.9697,-86.217,28182
Kentucky,21165,Menifee County,2311,750,3102,1561,0.745003224,0.241779497,0.503223727,37.9414,-83.5989,6443
Kentucky,21167,Mercer County,8506,3033,11735,5473,0.724840222,0.258457605,0.466382616,37.811,-84.8745,21592
Kentucky,21169,Metcalfe County,3959,975,5012,2984,0.78990423,0.194533121,0.595371109,36.9905,-85.6292,10036
Kentucky,21171,Monroe County,4628,657,5330,3971,0.868292683,0.12326454,0.745028143,36.7122,-85.7165,10627
Kentucky,21173,Montgomery County,8993,3630,12842,5363,0.70028033,0.282666251,0.417614079,38.0335,-83.9131,27884
Kentucky,21175,Morgan County,4301,1175,5544,3126,0.775793651,0.211940837,0.563852814,37.9223,-83.2589,13288
Kentucky,21177,Muhlenberg County,10497,3545,14235,6952,0.737407798,0.249034071,0.488373727,37.2158,-87.142,30951
Kentucky,21179,Nelson County,15703,7188,23256,8515,0.675223598,0.309081527,0.366142071,37.8052,-85.466,45650
Kentucky,21181,Nicholas County,2408,955,3396,1453,0.709069494,0.281213192,0.427856302,38.3356,-84.0153,7153
Kentucky,21183,Ohio County,8582,2404,11129,6178,0.771138467,0.21601222,0.555126247,37.4782,-86.8489,24071
Kentucky,21185,Oldham County,22654,14505,37976,8149,0.596534653,0.381951759,0.214582894,38.3994,-85.4483,65967
Kentucky,21187,Owen County,4292,1098,5458,3194,0.786368633,0.201172591,0.585196043,38.5197,-84.8281,10796
Kentucky,21189,Owsley County,1671,216,1896,1455,0.881329114,0.113924051,0.767405063,37.4192,-83.6831,4442
Kentucky,21191,Pendleton County,5515,1322,6925,4193,0.796389892,0.190902527,0.605487365,38.6956,-84.3603,14572
Kentucky,21193,Perry County,8129,2356,10626,5773,0.765010352,0.221720309,0.543290043,37.2443,-83.2215,26624
Kentucky,21195,Pike County,20284,4866,25395,15418,0.798739909,0.191612522,0.607127387,37.4691,-82.3958,59497
Kentucky,21197,Powell County,4041,1367,5505,2674,0.734059946,0.248319709,0.485740236,37.8311,-83.8237,12304
Kentucky,21199,Pulaski County,25442,5666,31557,19776,0.806223659,0.179548119,0.626675539,37.1039,-84.5773,64350
Kentucky,21201,Robertson County,884,253,1146,631,0.771378709,0.220767888,0.55061082,38.5188,-84.052,2123
Kentucky,21203,Rockcastle County,6577,1134,7784,5443,0.844938335,0.145683453,0.699254882,37.3651,-84.316,16820
Kentucky,21205,Rowan County,5994,3880,10065,2114,0.595529061,0.385494287,0.210034774,38.1963,-83.4211,24507
Kentucky,21207,Russell County,7519,1331,8955,6188,0.839642658,0.148632049,0.691010609,36.9911,-85.0587,17778
Kentucky,21209,Scott County,17767,10567,28969,7200,0.61331078,0.364769236,0.248541544,38.2915,-84.5839,54667
Kentucky,21211,Shelby County,15055,8077,23550,6978,0.639278132,0.342972399,0.296305732,38.2155,-85.1948,47325
Kentucky,21213,Simpson County,5888,2681,8732,3207,0.67430142,0.307031608,0.367269812,36.742,-86.5822,18183
Kentucky,21215,Spencer County,8737,2530,11433,6207,0.764191376,0.22128925,0.542902125,38.0325,-85.3278,18680
Kentucky,21217,Taylor County,9376,2963,12517,6413,0.749061277,0.236718063,0.512343213,37.3665,-85.3279,25571
Kentucky,21219,Todd County,4062,1205,5363,2857,0.757411896,0.224687675,0.532724222,36.8357,-87.1792,12316
